"Environment and Climate Change Canada"
"Monthly Values for August - 1965"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"BAMBERTON OCEAN CEMENT","48.583","-123.517","BC","",,NA,"",,"",,"0.0","0",NA,"40.6","0",NA,"","10","","",NA,"","","1010595"
"BEAR CREEK","48.500","-124.000","BC","14.7","13",NA,"31.7","8","3.9","9","0.0","0",NA,"76.4","0",NA,"","6","","",NA,"60.7","1.0","1010720"
"BECHER BAY","48.333","-123.633","BC","15.4","0",NA,"26.7","0","4.4","0","0.0","0",NA,"38.2","0",NA,"","5","","",NA,"82.5","1.1","1010780"
"BRENTWOOD W SAANICH RD","48.567","-123.433","BC","",,NA,"",,"",,"0.0","0",NA,"49.9","0",NA,"","7","","",NA,"","","1010965"
"CHEMAINUS","48.935","-123.742","BC","",,NA,"",,"",,"0.0","0",NA,"60.6","0",NA,"","8","","",NA,"","","1011500"
"CORDOVA BAY","48.533","-123.367","BC","16.1","0",NA,"30.6","0","6.1","0","0.0","0",NA,"54.0","0",NA,"","8","","",NA,"66.6","7.7","1011920"
"COWICHAN BAY CHERRY POINT","48.711","-123.557","BC","17.1","0",NA,"33.3","0","5.6","0","0.0","0",NA,"47.2","0",NA,"","10","206.8","0",NA,"52.8","23.7","1012010"
"COWICHAN LAKE FORESTRY","48.824","-124.133","BC","17.7","0","-0.5","37.8","0","5.6","0","0.0","0",NA,"56.8","0","126.0","","10","158.7","0","70.0","45.6","36.5","1012040"
"COWICHAN LAKE VILLAGE","48.829","-124.052","BC","17.2","0","-0.8","36.7","0","3.9","0","0.0","0",NA,"65.3","0","163.0","","13","","",NA,"48.5","24.8","1012055"
"DUNCAN FORESTRY","48.767","-123.683","BC","16.7","0",NA,"32.8","0","2.8","0","0.0","0",NA,"45.2","0",NA,"","6","","",NA,"54.6","12.9","1012570"
"ELK LAKE","48.517","-123.383","BC","17.0","0",NA,"31.7","0","7.8","0","0.0","0",NA,"54.5","0",NA,"","7","","",NA,"46.5","16.7","1012655"
"ESQUIMALT HARBOUR","48.432","-123.439","BC","",,NA,"",,"",,"0.0","0",NA,"39.4","0",NA,"","6","","",NA,"","","1012710"
"GALIANO ISLAND GCC","48.900","-123.350","BC","",,NA,"",,"",,"0.0","0",NA,"59.4","0",NA,"","8","","",NA,"","","1013045"
"JAMES ISLAND","48.600","-123.350","BC","16.5","0",NA,"31.1","0","7.8","0","0.0","0",NA,"46.2","0",NA,"","8","","",NA,"62.3","15.6","1013720"
"LANGFORD LAKE","48.433","-123.533","BC","",,NA,"",,"",,"0.0","0",NA,"36.4","0",NA,"","7","","",NA,"","","1014530"
"PENDER ISLAND","48.767","-123.300","BC","",,NA,"",,"",,"0.0","0",NA,"55.5","0",NA,"","7","","",NA,"","","1016120"
"RIVER JORDAN","48.417","-124.050","BC","14.3","8",NA,"23.9","4","5.0","8","0.0","0",NA,"57.8","0",NA,"","7","","",NA,"84.1","0.0","1016780"
"SAANICHTON CDA","48.698","-123.594","BC","16.7","0","-0.4","31.1","0","6.7","0","0.0","0",NA,"55.2","0","208.0","0.0","8","206.4","0","77.0","54.7","15.2","1016940"
"SAANICH DENSMORE","48.500","-123.400","BC","",,NA,"",,"",,"0.0","0",NA,"52.4","0",NA,"","9","","",NA,"","","1016942"
